fecha,nivel_institucional,entidad_id,entidad_nombre,programa,proyecto,actividad,categoria,descripcion,grupo_1,grupo_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,total
2014,INS-DESC,108,Orquesta Sinfónica Nacional,10,0,1,CULTURA MUSICAL UNIVERSAL Y DE BOLIVIA,CULTURA MUSICAL UNIVERSAL Y DE BOLIVIA,1283122,42323,0,0,0,0,0,0,0,1325445
2014,INS-DESC,108,Orquesta Sinfónica Nacional,99,0,1,CULTURA MUSICAL Y DE BOLIVIA,CULTURA MUSICAL Y DE BOLIVIA,0,285088,61576,5000,0,54760,0,0,0,406424
2014,INS-DESC,109,Conservatorio Plurinacional de Música,10,0,1,FORTALECIMIENTO DE LA GESTION EDUCATIVA,CONSOLIDACION Y ADMINISTRACION INSTITUCIONAL,1673109,1939822,100462,14260,0,38885,1875,0,0,3768413
2014,INS-DESC,109,Conservatorio Plurinacional de Música,10,0,2,FORTALECIMIENTO DE LA GESTION EDUCATIVA,AMPLIACION Y PROMOCION DE LA FORMACION MUSICAL,0,151058,18800,115000,0,0,0,2500,0,287358
2014,INS-DESC,109,Conservatorio Plurinacional de Música,10,0,3,FORTALECIMIENTO DE LA GESTION EDUCATIVA,REVALORIZACION DE LA FORMACION ARTISTICA,0,0,0,20000,0,0,0,0,0,20000
2014,INS-DESC,109,Conservatorio Plurinacional de Música,10,0,4,FORTALECIMIENTO DE LA GESTION EDUCATIVA,CONTROL SOCIAL,0,1000,0,0,0,0,0,0,0,1000
2014,INS-DESC,111,Instituto Boliviano de la Ceguera,10,0,1,APOYO Y CAPACITACION A PERSONAS CIEGAS,APOYO Y CAPACITACION A PERSOFNAS CIEGAS,372709,156305,110615,0,0,0,0,0,0,639629
2014,INS-DESC,111,Instituto Boliviano de la Ceguera,10,0,2,APOYO Y CAPACITACION A PERSONAS CIEGAS,CONTROL SOCIAL,0,1400,1680,0,0,0,0,0,0,3080
2014,INS-DESC,111,Instituto Boliviano de la Ceguera,98,0,1,PARTIDAS NACIONALES A PROGRAMAS-OTRAS TRANSFERENCIAS,CORRIENTE,0,0,0,0,0,0,25390735,0,0,25390735
2014,INS-DESC,112,Comité Nacional de la Persona con Discapacidad,10,0,1,ADMINISTRACION CONALPEDIS,ADMINISTRACION CONALPEDIS,322645,52332,18249,5100,0,0,0,0,0,398326
