fecha,nivel_institucional,entidad_id,entidad_nombre,programa,proyecto,actividad,categoria,descripcion,grupo_1,grupo_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,total
2013,INS-DESC,109,Conservatorio Nacional de Música,10,0,1,FORTALECIMIENTO DE LA GESTION EDUCATIVA,FORTALECIMIENTO DE LA GESTION EDUCATIVA,1499927,1576147,121027,105660,0,37916,1516,3701,0,3345894
2013,INS-DESC,111,Instituto Boliviano de la Ceguera,10,0,1,APOYO Y CAPACITACION A PERSONAS CIEGAS,APOYO Y CAPACITACION A PERSONAS CIEGAS,339967,155283,75183,5270,0,0,0,0,0,575703
2013,INS-DESC,111,Instituto Boliviano de la Ceguera,98,0,1,PARTIDAS NACIONALES A PROGRAMAS-OTRAS TRANSFERENCIAS,CORRIENTE,0,0,0,0,0,0,23030877,0,0,23030877
2013,INS-DESC,112,Comité Nacional de la Persona con Discapacidad,10,0,1,ADMINISTRACION CONALPEDIS,UNIDAD ADMINISTRATIVA,300873,52532,18449,5100,0,0,0,0,0,376954
2013,INS-DESC,113,Fondo de Inversión para el Deporte,10,0,1,COORDINACION FONDO DE INVERSION PARA EL DEPORTE,COORDINACION FONDO DE INVERSION PARA EL DEPORTE,1415573,318795,59612,8370,0,0,0,801,0,1803151
2013,INS-DESC,113,Fondo de Inversión para el Deporte,11,0,1,APOYO A MUNICIPIOS Y GOBERNACIONES,APOYO A MUNICIPIOS Y GOBERNACIONES,0,117128,253660,0,0,0,1577190,0,0,1947978
2013,INS-DESC,113,Fondo de Inversión para el Deporte,12,0,1,CAPACITACION DE RECURSOS HUMANOS Y DEPORTE DE ALTO RENDIMIEN,CAPACITACION DE RECURSOS HUMANOS Y DEPORTE DE ALTO,0,321628,57480,87000,0,0,1481870,0,0,1947978
2013,INS-DESC,113,Fondo de Inversión para el Deporte,13,0,1,APOYO A EVENTOS INTERNACIONALES,APOYO A EVENTOS INTERNACIONALES,0,0,0,0,0,0,1947978,0,0,1947978
2013,INS-DESC,113,Fondo de Inversión para el Deporte,14,0,1,APOYO A EVENTOS NACIONALES,APOYO A EVENTOS NACIONALES,0,0,0,0,0,0,1947978,0,0,1947978
2013,INS-DESC,113,Fondo de Inversión para el Deporte,15,0,1,REFORZAMIENTO,REFORZAMIENTO,0,392344,539620,0,0,0,1014694,0,0,1946658
2013,INS-DESC,115,Inst. Boliviano del Dep. la Educ. Física y la Recreación,10,0,1,APOYO AL DEPORTE FORMATIVO Y ACTIVIDAD FISICA,ADMINISTRACION DEL DEPORTE FORMATIVO Y RECREATIVO,837086,82745,28227,0,0,0,0,0,0,948058
2013,INS-DESC,115,Inst. Boliviano del Dep. la Educ. Física y la Recreación,10,0,2,APOYO AL DEPORTE FORMATIVO Y ACTIVIDAD FISICA,"DEPORTE FORMATIVO, RECREATIVO Y ACTIVIDAD FISICA",0,0,1000000,0,0,0,0,0,0,1000000
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,0,0,1,FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL,FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL,1907157,6348621,4212265,1718776,0,0,0,4388568,5000,18580387
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,10,0,1,ORDENAMIENTO JURIDICO DEL SUBSECTOR,ORDENAMIENTO JURIDICO DEL SUBSECTOR,0,84861,0,0,0,0,0,0,0,84861
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,11,0,1,FISCALIZACION DE LA SEGURIDAD OPERACIONAL,FISCALIZACION DE LA SEGURIDAD OPERACIONAL,0,2033381,17311,0,0,0,0,2140,0,2052832
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,12,0,1,FORTALECIMIENTO DEL MARCO INSTITUCIONAL DE LA DGAC,FORTALECIMIENTO DEL MARCO INSTITUCIONAL DE LA DGAC,0,772459,0,160798,0,0,0,13271,0,946528
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,13,0,1,DESARROLLO DE LA AERONAUTICA CIVIL,DESARROLLO DE LA AERONAUTICA CIVIL,0,10305165,7965752,6671516,0,0,0,2496,0,24944929
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,14,0,1,FORTALECIMIENTO DE LA CAPACITACION,FORTALECIMIENTO DE LA CAPACITACION,0,2755544,44315,12198,0,0,0,32362,0,2844419
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,15,0,1,FORTALECIMIENTO DE LA IMAGEN DE LA DGAC EN EL PAIS,FORTALECIMIENTO DE LA IMAGEN DE LA DGAC EN EL PAIS,0,205240,28800,0,0,0,0,4080,0,238120
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,16,0,1,FORTALECIMIENTO DE LA EDUCACION AERONAUTICA,FORTALECIMIENTO DE LA EDUCACION AERONAUTICA,0,448842,0,0,0,0,0,0,0,448842
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,17,0,1,FORTALECIMIENTO DE LA IMAGEN DE LA DGAC EN EL EXTERIOR,FORTALECIMIENTO DE LA IMAGEN DE LA DGAC EN EL EXTERIOR,0,2367758,0,0,0,0,0,33402,0,2401160
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,97,0,1,ACTIVOS FINANCIEROS,ACTIVOS FINANCIEROS,0,0,0,0,17974403,0,0,0,0,17974403
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,98,0,1,TRANSFERENCIAS,TRANSFERENCIAS,0,0,0,0,0,0,31498781,0,0,31498781
2013,INS-DESC,117,Dirección General de Aeronáutica Civil,99,0,1,SERVICIOS DE LA DEUDA,SERVICIOS DE LA DEUDA,0,0,0,0,0,1303632,0,0,0,1303632
2013,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,10,0,1,DESARROLLO DE LA SOCIEDAD DE LA INFORMACION,GESTION DE DESARROLLO DE LA SOCIEDAD DE LA INFORMACION,1484256,842764,71720,54000,0,0,0,614000,0,3066740
2013,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,10,0,2,DESARROLLO DE LA SOCIEDAD DE LA INFORMACION,GESTION DEL NIC BOLIVIA,0,434200,20000,124500,0,0,0,0,0,578700
2013,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,98,0,1,GASTOS POR TRANSFERENCIAS,TRANSFERENCIAS,0,0,0,0,0,0,5093,0,0,5093
2013,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,99,0,1,SERVICIO DE LA DEUDA PUBLICA,DEUDA FLOTANTE,0,0,0,0,0,132973,0,0,0,132973
2013,INS-DESC,121,Instituto Boliviano de Ciencia y Tecnología Nuclear,10,0,1,ACTIVIDAD DEL PROGRAMA CENTRAL,ACTIVIDAD DEL PROGRAMA CENTRAL,1543444,299186,222026,43105,0,0,0,28177,0,2135938
2013,INS-DESC,124,Academia Nacional de Ciencias,10,0,1,INVESTIGACION CIENTIFICA TECNOLOGICA Y DE INNOVACION,ACADEMIA NACIONAL DE CIENCIAS,382019,94257,21214,8100,0,0,0,0,0,505590
2013,INS-DESC,129,Escuela de Gestión Pública Plurinacional,0,0,1,UNIDAD ADMINISTRATIVA FINANCIERA,UNIDAD ADMINISTRATIVA FINANCIERA,4232617,675743,178604,20000,0,0,0,8100,0,5115064
