fecha,nivel_institucional,entidad_id,entidad_nombre,programa,proyecto,actividad,categoria,descripcion,grupo_1,grupo_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,total
2020,INS-DESC,108,Orquesta Sinfónica Nacional,78,0,1,CULTURA MUSICAL UNIVERSAL Y DE BOLIVIA,CULTURA MUSICAL UNIVERSAL Y DE BOLIVIA,3220823,550948,161486,21960,0,0,0,0,0,3955217
2020,INS-DESC,109,Conservatorio Plurinacional de Musica,84,0,1,DESARROLLO DE LA EDUCACIÓN,FORTALECIMIENTO DE LA GESTION EDUCATIVA,3084085,2064598,193400,31500,20000,85000,0,4739,0,5483322
2020,INS-DESC,111,Instituto Boliviano de la Ceguera,0,0,2,ADMINISTRACIÓN GENERAL,IMPLEMENTAR UN MODELO DE GESTIÓN EFICIENTE Y TRANSPARENTE,3360380,716128,674415,93900,0,0,0,9500,0,4854323
2020,INS-DESC,111,Instituto Boliviano de la Ceguera,0,0,99,ADMINISTRACIÓN GENERAL,PARTICIPACIÓN Y CONTROL SOCIAL,0,6109,6898,0,0,0,0,0,0,13007
2020,INS-DESC,111,Instituto Boliviano de la Ceguera,90,0,4,APOYO Y CAPACITACION A PERSONAS CIEGAS,COADYUVAR AL DESARROLLO DE UN SER HUMANO INTEGRAL MEDIANTE LOS PROCESOS DE HABILITACIÓN Y REHABILITACIÓN,0,204774,140250,24950,0,0,0,0,0,369974
2020,INS-DESC,111,Instituto Boliviano de la Ceguera,90,0,93,APOYO Y CAPACITACION A PERSONAS CIEGAS,PERSONAS CON DISCAPACIDAD,242446,0,0,0,0,0,0,0,0,242446
2020,INS-DESC,111,Instituto Boliviano de la Ceguera,98,0,1,PARTIDAS NACIONALES A PROGRAMAS - OTRAS TRANSFERENCIAS,COADYUVAR A LA DISMINUCIÓN DE LA EXTREMA POBREZA DEL PAÍS MEDIANTE EL PAGO DEL BONO ANUAL DE INDIGENCIA Y LA,0,641056,22503,22600,0,0,42275142,0,0,42961301
2020,INS-DESC,112,Comité Nacional de la Persona con Discapacidad,0,0,1,ADMINISTRACION CENTRAL,ADMINISTRACION CONALPEDIS,473716,52860,54500,10000,0,0,0,0,0,591076
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,0,0,1,ADMINISTRACIÓN CENTRAL DGAC,ADMINISTRACION CENTRAL DGAC,50652560,5717925,2408294,280237,0,0,0,5714870,7000,64780886
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,0,0,2,ADMINISTRACIÓN CENTRAL DGAC,TRANSFERENCIAS AL ÓRGANO EJECUTIVO,0,0,0,0,0,0,1290000,0,0,1290000
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,0,0,99,ADMINISTRACIÓN CENTRAL DGAC,PARTICIPACIÓN Y CONTROL SOCIAL DGAC,0,15052,6250,0,0,0,0,0,0,21302
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,14,0,1,FORMACIÓN Y CAPACITACIÓN DEL SECTOR AERONÁUTICO EN EL INAC,FORMACIÓN Y CAPACITACIÓN DEL SECTOR AERONÁUTICO EN EL INAC,0,1710329,897592,114550,0,0,0,2500,0,2724971
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,14,0,2,FORMACIÓN Y CAPACITACIÓN DEL SECTOR AERONÁUTICO EN EL INAC,TRANSFERENCIAS A ORGANISMOS INTERNACIONALES,0,0,0,0,0,0,113065,0,0,113065
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,18,0,1,PROGRAMA ESTATAL DE SEGURIDAD OPERACIONAL,PROGRAMA ESTATAL DE SEGURIDAD OPERACIONAL,0,236862,0,15900,0,0,0,0,0,252762
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,18,0,2,PROGRAMA ESTATAL DE SEGURIDAD OPERACIONAL,TRANSFERENCIAS A ORGANISMOS INTERNACIONALES OACI,0,0,0,0,0,0,336294,0,0,336294
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,18,0,3,PROGRAMA ESTATAL DE SEGURIDAD OPERACIONAL,TRANSFERENCIAS A ORGANISMOS INTERNACIONALES CLAC,0,0,0,0,0,0,34800,0,0,34800
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,21,0,1,NORMATIVIDAD DEL SISTEMA DE AVIACIÓN CIVIL,NORMATIVIDAD DEL SISTEMA DE AVIACION CIVIL,0,128069,1000,4400,0,0,0,0,0,133469
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,22,0,1,FISCALIZACIÓN DE LA AVIACIÓN CIVIL,FISCALIZACIÓN DE LA AVIACIÓN CIVIL,0,4526180,785410,129720,0,0,0,10000,0,5451310
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,22,0,2,FISCALIZACIÓN DE LA AVIACIÓN CIVIL,TRANSFERENCIAS A ORGANISMOS INTERNACIONALES,0,0,0,0,0,0,7829903,0,0,7829903
2020,INS-DESC,117,Dirección General de Aeronáutica Civil,99,0,21,SERVICIO DE LA DEUDA,SERVICIO DE LA DEUDA,0,0,0,0,0,3922829,0,0,0,3922829
2020,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,0,0,1,"FORTALECIMIENTO DE LA GESTIÓN ADMINISTRATIVA, TÉCNICA, LEGAL Y DE CONTROL",GESTION ADMINISTRATIVA,1182551,656542,194817,16500,771209,508823,0,1173350,0,4503792
2020,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,0,0,2,"FORTALECIMIENTO DE LA GESTIÓN ADMINISTRATIVA, TÉCNICA, LEGAL Y DE CONTROL",ASESORAMIENTO JURIDICO Y LEGAL,198466,16693,0,0,0,0,0,0,0,215159
2020,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,0,0,3,"FORTALECIMIENTO DE LA GESTIÓN ADMINISTRATIVA, TÉCNICA, LEGAL Y DE CONTROL",CONTROL INTERNO,200694,56326,5639,0,0,0,0,0,0,262659
2020,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,0,0,99,"FORTALECIMIENTO DE LA GESTIÓN ADMINISTRATIVA, TÉCNICA, LEGAL Y DE CONTROL",PARTICIPACION Y CONTROL SOCIAL,119374,11015,3000,0,0,0,0,0,0,133389
2020,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,10,0,1,"DESARROLLO, ADMINISTRACIÓN Y MEJORA DE SERVICIOS EN TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIÓN",DESARROLLO TECNOLOGIAS DE INFORMACION Y COMUNICACION,1040617,264235,0,10000,0,0,0,0,0,1314852
2020,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,10,0,2,"DESARROLLO, ADMINISTRACIÓN Y MEJORA DE SERVICIOS EN TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIÓN",ADMINISTRACIÓN Y SOPORTE DE SERVICIOS,658807,319160,40871,180000,0,0,0,0,0,1198838
2020,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,10,0,3,"DESARROLLO, ADMINISTRACIÓN Y MEJORA DE SERVICIOS EN TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIÓN",GESTIÓN Y MEJORA DE SERVICIOS,637310,445378,15680,6000,0,0,0,0,0,1104368
2020,INS-DESC,119,Agencia para el Des. de la Soc. de la Información en Bolivia,90,0,93,PROMOCIÓN Y POLÍTICAS DE GENERO Y PROTECCIÓN SOCIAL,PERSONAS CON DISCAPACIDAD,246726,12341,0,0,0,0,0,0,0,259067
