fecha,entidad_id,entidad_nombre,programa,proyecto,actividad,categoria,descripcion,grupo_1,grupo_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,total,nivel_institucional
2005,351,Prefectura del Departamento de Chuquisaca,0,0,0,PROGRAMA CENTRAL (ADMINISTRATIVOS),PROGRAMA CENTRAL (ADMINISTRATIVOS),5155930,2767732,453468,64900,0,368219,353483,45000,0,9208732,PD
2005,351,Prefectura del Departamento de Chuquisaca,0,0,1,PROGRAMA CENTRAL (ADMINISTRATIVOS),Actividades del Programa  00,5155930,2767732,453468,64900,0,368219,353483,45000,0,9208732,PD
2005,351,Prefectura del Departamento de Chuquisaca,1,0,0,SEGUIMIENTO Y FISCALIZACIÓN,SEGUIMIENTO Y FISCALIZACIÓN,750780,297137,52600,0,0,0,0,0,0,1100517,PD
2005,351,Prefectura del Departamento de Chuquisaca,1,0,1,SEGUIMIENTO Y FISCALIZACIÓN,Actividades del Programa  01,750780,297137,52600,0,0,0,0,0,0,1100517,PD
2005,351,Prefectura del Departamento de Chuquisaca,10,0,0,INFRAESTRUCTURA VIAL,INFRAESTRUCTURA VIAL,562815,37550,167650,15281797,0,0,0,0,0,16049812,PD
2005,351,Prefectura del Departamento de Chuquisaca,10,0,1,INFRAESTRUCTURA VIAL,APOYO ADMINISTRATIVO A PROGRAMA INFRAESTRUCTURA VIAL,562815,8350,16970,24680,0,0,0,0,0,612815,PD
2005,351,Prefectura del Departamento de Chuquisaca,10,2,0,INFRAESTRUCTURA VIAL,MEJ.  CAMINO TRAMO MUYUPAMPA-IPATI,0,0,0,197455,0,0,0,0,0,197455,PD
2005,351,Prefectura del Departamento de Chuquisaca,10,3,0,INFRAESTRUCTURA VIAL,CONST. AEROPUERTO INTERNACIONAL YAMPARAEZ,0,0,0,418000,0,0,0,0,0,418000,PD
2005,351,Prefectura del Departamento de Chuquisaca,10,4,0,INFRAESTRUCTURA VIAL,CONST. TRANSV. AZURDUY DE PADILLA (AZURDUY - ABRA PORTILLO),0,20200,129380,9046884,0,0,0,0,0,9196464,PD
2005,351,Prefectura del Departamento de Chuquisaca,10,5,0,INFRAESTRUCTURA VIAL,MEJ.  CAMINO CANDÚA-HUACARETA-PUENTE ARUMÁ,0,9000,21300,4967778,0,0,0,0,0,4998078,PD
2005,351,Prefectura del Departamento de Chuquisaca,10,6,0,INFRAESTRUCTURA VIAL,REPAR.  PUENTE COLGANTE SUCRE,0,0,0,627000,0,0,0,0,0,627000,PD
2005,351,Prefectura del Departamento de Chuquisaca,11,0,0,INFRAESTRUCTURA DE ELECTRIFICACION,INFRAESTRUCTURA DE ELECTRIFICACION,0,21500,29100,7115611,0,0,0,0,0,7166211,PD
2005,351,Prefectura del Departamento de Chuquisaca,11,3,0,INFRAESTRUCTURA DE ELECTRIFICACION,CONST. LINEAS ELECTRICAS RURALES,0,21500,29100,1045000,0,0,0,0,0,1095600,PD
2005,351,Prefectura del Departamento de Chuquisaca,11,4,0,INFRAESTRUCTURA DE ELECTRIFICACION,CONST. ELECTRIFICACIÓN DEL CHACO CHUQUISAQUEÑO,0,0,0,1469411,0,0,0,0,0,1469411,PD
2005,351,Prefectura del Departamento de Chuquisaca,11,5,0,INFRAESTRUCTURA DE ELECTRIFICACION,CONST. ELECTRIFICACIÓN PAQUETE DE PROYECTOS RURALES,0,0,0,3598000,0,0,0,0,0,3598000,PD
2005,351,Prefectura del Departamento de Chuquisaca,11,6,0,INFRAESTRUCTURA DE ELECTRIFICACION,CONST. ELECTRIFICACIÓN  PANELES SOLARES AREA RURAL,0,0,0,585200,0,0,0,0,0,585200,PD
2005,351,Prefectura del Departamento de Chuquisaca,11,7,0,INFRAESTRUCTURA DE ELECTRIFICACION,CONST. INTERCONEX. SIN-CAMARGO,0,0,0,418000,0,0,0,0,0,418000,PD
2005,351,Prefectura del Departamento de Chuquisaca,12,0,0,INFRAESTRUCTURA DE RIEGO,INFRAESTRUCTURA DE RIEGO,1070605,386336,305871,51216584,0,0,0,0,0,52979396,PD
2005,351,Prefectura del Departamento de Chuquisaca,12,0,1,INFRAESTRUCTURA DE RIEGO,APOYO ADMINISTRATIVO AL DESARROLLO PRODUCTIVO,668265,33735,16265,0,0,0,0,0,0,718265,PD
2005,351,Prefectura del Departamento de Chuquisaca,12,1,0,INFRAESTRUCTURA DE RIEGO,CONST. SISTEMA DE RIEGO VILLA TOMINA-TARABUQUILLO,0,20560,18000,2056747,0,0,0,0,0,2095307,PD
2005,351,Prefectura del Departamento de Chuquisaca,12,2,0,INFRAESTRUCTURA DE RIEGO,CONST. SISTEMA DE RIEGO INCAHUASI,402340,175156,152706,32181136,0,0,0,0,0,32911338,PD
