fecha,entidad_id,entidad_nombre,programa,proyecto,actividad,categoria,descripcion,grupo_1,grupo_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,total,nivel_institucional
2010,351,Prefectura del Departamento de Chuquisaca,0,0,0,DIRECCION ADMINISTRATIVA INSTITUCIONAL,DIRECCION ADMINISTRATIVA INSTITUCIONAL,9426415,5416639,959632,58760,0,0,0,0,0,15861446,PD
2010,351,Prefectura del Departamento de Chuquisaca,0,0,1,DIRECCION ADMINISTRATIVA INSTITUCIONAL,DESPACHO PREFECTURAL,0,454498,228500,5760,0,0,0,0,0,688758,PD
2010,351,Prefectura del Departamento de Chuquisaca,0,0,2,DIRECCION ADMINISTRATIVA INSTITUCIONAL,CONSEJO DEPARTAMENTAL,1152000,880441,66559,53000,0,0,0,0,0,2152000,PD
2010,351,Prefectura del Departamento de Chuquisaca,0,0,3,DIRECCION ADMINISTRATIVA INSTITUCIONAL,SECRETARIA GENERAL Y COORDINACIÓN,0,20600,28900,0,0,0,0,0,0,49500,PD
2010,351,Prefectura del Departamento de Chuquisaca,0,0,4,DIRECCION ADMINISTRATIVA INSTITUCIONAL,SECRETARIA DEPARTAMENTAL DE HACIENDA,0,104200,34000,0,0,0,0,0,0,138200,PD
2010,351,Prefectura del Departamento de Chuquisaca,0,0,5,DIRECCION ADMINISTRATIVA INSTITUCIONAL,SECRETARIA DEPARTAMENTAL JURÍDICA,0,63000,11000,0,0,0,0,0,0,74000,PD
2010,351,Prefectura del Departamento de Chuquisaca,0,0,6,DIRECCION ADMINISTRATIVA INSTITUCIONAL,SUB- PREFECTURAS,0,175000,139800,0,0,0,0,0,0,314800,PD
2010,351,Prefectura del Departamento de Chuquisaca,0,0,7,DIRECCION ADMINISTRATIVA INSTITUCIONAL,DIRECCION DE AUDITORIA INTERNA,0,20600,9500,0,0,0,0,0,0,30100,PD
2010,351,Prefectura del Departamento de Chuquisaca,0,0,8,DIRECCION ADMINISTRATIVA INSTITUCIONAL,ADMINISTRACION CENTRAL (GRUPO 100 Y 900),8274415,700000,0,0,0,0,0,0,0,8974415,PD
2010,351,Prefectura del Departamento de Chuquisaca,0,0,9,DIRECCION ADMINISTRATIVA INSTITUCIONAL,SECRETARIA DEPARTAMENTAL DE PLANIFICACIÓN,0,46400,27600,0,0,0,0,0,0,74000,PD
2010,351,Prefectura del Departamento de Chuquisaca,0,0,10,DIRECCION ADMINISTRATIVA INSTITUCIONAL,AREA DE SERVICIOS BASICOS Y GENERALES,0,2896000,407033,0,0,0,0,0,0,3303033,PD
2010,351,Prefectura del Departamento de Chuquisaca,0,0,11,DIRECCION ADMINISTRATIVA INSTITUCIONAL,OFICINA ENLACE LA PAZ,0,55900,6740,0,0,0,0,0,0,62640,PD
2010,351,Prefectura del Departamento de Chuquisaca,10,0,0,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,2694861,1507547,1584204,6263871,0,0,0,0,0,12050483,PD
2010,351,Prefectura del Departamento de Chuquisaca,10,0,1,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,SECRETARIA DEPTAL. DE RR.NN. Y MEDIO AMBIENTE -SUPERVISION Y,874934,58186,56514,0,0,0,0,0,0,989634,PD
2010,351,Prefectura del Departamento de Chuquisaca,10,0,70,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,PROGRAMA DE ORDENAMIENTO TERRITORIAL Y LIMITES,400937,820360,127353,0,0,0,0,0,0,1348650,PD
2010,351,Prefectura del Departamento de Chuquisaca,10,0,71,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,PROGRAMA DE GESTION AMBIENTAL,234015,64800,90500,128949,0,0,0,0,0,518264,PD
2010,351,Prefectura del Departamento de Chuquisaca,10,0,72,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,PROGR. FORTALEC. A GEST. INTEGR. DE BIODIV. A. PROTEG. 4 REG,168245,234700,92055,5000,0,0,0,0,0,500000,PD
2010,351,Prefectura del Departamento de Chuquisaca,10,1,0,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,MANEJO INTEGRAL CUENCA ZUDA¿Z,78384,32592,189024,100000,0,0,0,0,0,400000,PD
