fecha,nivel_institucional,entidad_id,entidad_nombre,programa,proyecto,actividad,categoria,descripcion,grupo_1,grupo_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,total
2013,OE,6,Vicepresidencia del Estado Plurinacional,1,-1,-1,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL - PALP,NO DECLARADO,9135449,10562839,3266978,365886,0,0,0,0,0,23331152
2013,OE,10,Ministerio de Relaciones Exteriores,0,0,1,GESTION POLITICA Y ADM. DEL SERVICIO DE RELACIONES EXTERIORE,DIRECCION GENERAL DE ASUNTOS ADMINISTRATIVOS,13466550,9943042,2414728,2208480,0,0,0,5000,0,28037800
2013,OE,10,Ministerio de Relaciones Exteriores,0,0,2,GESTION POLITICA Y ADM. DEL SERVICIO DE RELACIONES EXTERIORE,GABINETE MINISTERIAL,0,694295,5705,0,0,0,0,0,0,700000
2013,OE,10,Ministerio de Relaciones Exteriores,0,0,3,GESTION POLITICA Y ADM. DEL SERVICIO DE RELACIONES EXTERIORE,DIRECCION GENERAL DE ASUNTOS JURÍDICOS,0,383229,41080,83600,0,0,0,0,0,507909
2013,OE,10,Ministerio de Relaciones Exteriores,0,0,4,GESTION POLITICA Y ADM. DEL SERVICIO DE RELACIONES EXTERIORE,DIRECCION GENERAL DE PLANIFICACION,0,145870,21048,0,0,0,0,0,0,166918
2013,OE,10,Ministerio de Relaciones Exteriores,0,0,5,GESTION POLITICA Y ADM. DEL SERVICIO DE RELACIONES EXTERIORE,UNIDAD DE AUDITORIA INTERNA,0,130432,0,29280,0,0,0,0,0,159712
2013,OE,10,Ministerio de Relaciones Exteriores,0,0,6,GESTION POLITICA Y ADM. DEL SERVICIO DE RELACIONES EXTERIORE,UNIDAD DE COMUNICACION SOCIAL,0,230000,0,10000,0,0,0,0,0,240000
2013,OE,10,Ministerio de Relaciones Exteriores,0,0,7,GESTION POLITICA Y ADM. DEL SERVICIO DE RELACIONES EXTERIORE,UNIDAD DE TRANSPARENCIA,0,147191,1120,1500,0,0,0,0,0,149811
2013,OE,10,Ministerio de Relaciones Exteriores,0,0,8,GESTION POLITICA Y ADM. DEL SERVICIO DE RELACIONES EXTERIORE,DIPLOMACIA DE LOS PUEBLOS,0,1000000,0,0,0,0,0,0,0,1000000
2013,OE,10,Ministerio de Relaciones Exteriores,10,0,1,"FORT. DE LAS RELACIONES INT. AMBITO POLITICO, SOCIAL Y CULTU",GABINETE DEL VICEMINISTERIO DE RELACIONES EXTERIORES,10350148,973588,77152,60437,0,0,0,0,0,11461325
2013,OE,10,Ministerio de Relaciones Exteriores,10,0,2,"FORT. DE LAS RELACIONES INT. AMBITO POLITICO, SOCIAL Y CULTU",DIRECCION GENERAL DE CEREMONIAL DEL ESTADO PLURINACIONAL,0,412537,75000,52500,0,0,0,0,0,540037
2013,OE,10,Ministerio de Relaciones Exteriores,10,0,3,"FORT. DE LAS RELACIONES INT. AMBITO POLITICO, SOCIAL Y CULTU",DIRECCION GENERAL DE RELACIONES BILATERALES,0,794704,75880,29000,0,0,0,0,0,899584
2013,OE,10,Ministerio de Relaciones Exteriores,10,0,4,"FORT. DE LAS RELACIONES INT. AMBITO POLITICO, SOCIAL Y CULTU",DIRECCION GENERAL DE RELACIONES MULTILATERALES,0,1509111,54595,41800,0,0,0,0,0,1605506
2013,OE,10,Ministerio de Relaciones Exteriores,10,0,5,"FORT. DE LAS RELACIONES INT. AMBITO POLITICO, SOCIAL Y CULTU","DIRECCION GENERAL DE LIMITES, FRONTERAS Y AGUAS",0,878573,191632,29583,0,0,0,680,0,1100468
2013,OE,10,Ministerio de Relaciones Exteriores,11,0,1,FORT. DE LAS RELACIONES INT. AMBITO ECONOMICO COMERCIAL,GABINETE DEL VICEMINISTERIO DE COMERCIO EXTERIOR E INTEGRACION,4965373,345777,22503,0,0,0,0,0,0,5333653
2013,OE,10,Ministerio de Relaciones Exteriores,11,0,2,FORT. DE LAS RELACIONES INT. AMBITO ECONOMICO COMERCIAL,DIRECCION GENERAL DE INTEGRACION Y COOPERACION ECONOMICA,0,766066,16392,56400,0,0,0,0,0,838858
2013,OE,10,Ministerio de Relaciones Exteriores,11,0,3,FORT. DE LAS RELACIONES INT. AMBITO ECONOMICO COMERCIAL,DIRECCION GENERAL DE ACUERDOS COMERCIALES Y DE INVERSION,0,724465,24395,90000,0,0,0,0,0,838860
2013,OE,10,Ministerio de Relaciones Exteriores,12,0,1,FORTALECIMIENTO Y MODERNIZACION DE LA GESTION INSTITUCIONAL,GABINETE DEL VICEMINISTERIO DE GESTION INSTITUCIONAL,8028661,790177,0,19533,0,0,0,0,0,8838371
2013,OE,10,Ministerio de Relaciones Exteriores,12,0,2,FORTALECIMIENTO Y MODERNIZACION DE LA GESTION INSTITUCIONAL,DIRECCION GENERAL DE ASUNTOS CONSULARES,0,85769,15550,100700,0,0,0,0,0,202019
2013,OE,10,Ministerio de Relaciones Exteriores,12,0,3,FORTALECIMIENTO Y MODERNIZACION DE LA GESTION INSTITUCIONAL,DIRECCION GENERAL DE LA ACADEMIA DIPLOMATICA PLURINACIONAL,0,449376,29480,17000,0,0,0,0,0,495856
2013,OE,10,Ministerio de Relaciones Exteriores,12,0,4,FORTALECIMIENTO Y MODERNIZACION DE LA GESTION INSTITUCIONAL,DIRECCION GENERAL DE COORDINACION INSTITUCIONAL Y,0,175853,16500,12943,0,0,0,0,0,205296
2013,OE,10,Ministerio de Relaciones Exteriores,12,0,5,FORTALECIMIENTO Y MODERNIZACION DE LA GESTION INSTITUCIONAL,DIRECCION GENERAL DE EVALUACION CALIFICACION Y PROCESOS,0,194212,7500,12531,0,0,0,0,0,214243
2013,OE,10,Ministerio de Relaciones Exteriores,12,0,6,FORTALECIMIENTO Y MODERNIZACION DE LA GESTION INSTITUCIONAL,DIRECCION REGIONAL COCHABAMBA,0,69880,46303,37800,0,0,0,0,0,153983
2013,OE,10,Ministerio de Relaciones Exteriores,12,0,7,FORTALECIMIENTO Y MODERNIZACION DE LA GESTION INSTITUCIONAL,DIRECCION REGIONAL SANTA CRUZ,0,115660,32372,2800,0,0,0,0,0,150832
2013,OE,10,Ministerio de Relaciones Exteriores,13,0,1,"SERVICIO DIPLOMATICO, CONSULAR Y AGREGADOS COMERCIALES","SERVICIO DIPLOMATICO, CONSULAR Y AGREGADOS COMERCIALES",75129726,111903355,3818104,0,0,0,0,0,0,190851185
2013,OE,10,Ministerio de Relaciones Exteriores,16,0,1,TRATADO DE COMERCIO DE LOS PUEBLOS,TRATADO DE COMERCIO DE LOS PUEBLOS,0,388838,143550,114500,0,0,0,0,0,646888
2013,OE,10,Ministerio de Relaciones Exteriores,17,0,1,GESTORIA CONSULAR LEY No 3108,GESTORIA CONSULAR LEY No 3108,0,25988284,244800,649940,0,0,0,0,48720,26931744
2013,OE,10,Ministerio de Relaciones Exteriores,17,0,2,GESTORIA CONSULAR LEY No 3108,CENTRO EMISOR DE PASAPORTES - ESPAÑA,686041,1257640,99528,0,0,0,0,0,38977,2082186
2013,OE,10,Ministerio de Relaciones Exteriores,17,0,3,GESTORIA CONSULAR LEY No 3108,CENTRO EMISOR DE PASAPORTES - ESTADOS UNIDOS,512887,1500799,295452,179389,0,0,0,0,24360,2512887
2013,OE,15,Ministerio de Gobierno,0,0,1,ADMINISTRACION GENERAL DE LA SEGURIDAD,ADMINISTRACION INSTITUCIONAL,69595684,6208681,1719458,130000,0,0,0,0,8000000,85653823
2013,OE,15,Ministerio de Gobierno,0,0,2,ADMINISTRACION GENERAL DE LA SEGURIDAD,ADMINISTRACION DE RECAUDACIONES,0,3123200,696500,250300,0,0,0,0,0,4070000
2013,OE,15,Ministerio de Gobierno,0,0,3,ADMINISTRACION GENERAL DE LA SEGURIDAD,DIRCABI,0,1180934,655081,204163,0,0,0,0,0,2040178
2013,OE,15,Ministerio de Gobierno,0,0,4,ADMINISTRACION GENERAL DE LA SEGURIDAD,OFICINA DE CONTROL INTERNO (OCI),0,427216,130084,42700,0,0,0,0,0,600000
2013,OE,15,Ministerio de Gobierno,10,0,1,REGIMEN INTERIOR Y POLICIA,REGIMEN INTERIOR Y POLICIA,0,1426063,231474,263524,0,0,0,0,0,1921061
2013,OE,15,Ministerio de Gobierno,10,0,2,REGIMEN INTERIOR Y POLICIA,REGIMEN PENITENCIARIO,0,3914860,38259782,198000,0,0,0,0,0,42372642
2013,OE,15,Ministerio de Gobierno,10,0,3,REGIMEN INTERIOR Y POLICIA,DIRECCION GENERAL DE MIGRACION,0,3555201,1370800,834429,0,0,0,0,0,5760430
