fecha,nivel_institucional,entidad_id,entidad_nombre,programa,proyecto,actividad,categoria,descripcion,grupo_1,grupo_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,total
2019,OE,6,Vicepresidencia del Estado Plurinacional,0,0,1,GESTIÓN ADMINISTRATIVA EFICIENTE Y TRANSPARENTE,ADMINISTRACIÓN Y LOGISTICA,14855592,6164478,2077102,736590,0,0,0,17083,1200,23852045
2019,OE,6,Vicepresidencia del Estado Plurinacional,0,0,99,GESTIÓN ADMINISTRATIVA EFICIENTE Y TRANSPARENTE,PARTICIPACIÓN Y CONTROL SOCIAL,0,3400,12070,0,0,0,0,0,0,15470
2019,OE,6,Vicepresidencia del Estado Plurinacional,48,0,1,GESTIÓN VICEPRESIDENCIAL Y PALP.,GESTIÓN VICEPRESIDENCIAL,0,10718931,2842093,72500,0,0,0,0,0,13633524
2019,OE,6,Vicepresidencia del Estado Plurinacional,48,0,2,GESTIÓN VICEPRESIDENCIAL Y PALP.,PRESIDIR DE LA ASAMBLEA LEGISLATIVA PLURINACIONAL,0,2018521,255609,0,0,0,0,0,0,2274130
2019,OE,6,Vicepresidencia del Estado Plurinacional,48,0,3,GESTIÓN VICEPRESIDENCIAL Y PALP.,INVESTIGACIONES SOCIALES CIS-BBB,0,2288508,0,0,0,0,0,0,0,2288508
2019,OE,6,Vicepresidencia del Estado Plurinacional,48,0,4,GESTIÓN VICEPRESIDENCIAL Y PALP.,OBRAS DEL BICENTENARIO CIS-BBB.,0,6241290,85000,108710,0,0,0,0,0,6435000
2019,OE,6,Vicepresidencia del Estado Plurinacional,48,0,15,GESTIÓN VICEPRESIDENCIAL Y PALP.,PUBLICACIÓN DE LAS OBRAS DEL FONDO EDITORIAL,0,700000,0,0,0,0,0,0,0,700000
2019,OE,6,Vicepresidencia del Estado Plurinacional,48,60104200000,0,GESTIÓN VICEPRESIDENCIAL Y PALP.,INVEST. Y DIFUSION: EL IMPULSO SOBRE EL CAPITAL HUMANO DE LA REVOLUCION NACIONAL COBERTURA NACIONAL,0,49811,0,0,0,0,0,0,0,49811
2019,OE,6,Vicepresidencia del Estado Plurinacional,90,0,3,PROMOCIÓN Y POLÍTICAS DE GENERO Y PROTECCIÓN SOCIAL,PERSONAS CON DISCAPACIDAD,566852,0,0,0,0,0,0,0,0,566852
2019,OE,10,Ministerio de Relaciones Exteriores,0,0,1,ADMINISTRACIÓN CENTRAL,ASUNTOS  ADMINISTRATIVOS,0,7631383,3399984,870200,0,0,0,0,0,11901567
2019,OE,10,Ministerio de Relaciones Exteriores,0,0,2,ADMINISTRACIÓN CENTRAL,ASUNTOS  JURÍDICOS,0,238994,56979,133792,0,0,0,0,0,429765
2019,OE,10,Ministerio de Relaciones Exteriores,0,0,3,ADMINISTRACIÓN CENTRAL,PLANIFICACIÓN,0,78000,12713,0,0,0,0,0,0,90713
2019,OE,10,Ministerio de Relaciones Exteriores,0,0,4,ADMINISTRACIÓN CENTRAL,CEREMONIAL DEL ESTADO PLURINACIONAL,0,673996,151622,109873,0,0,0,0,0,935491
2019,OE,10,Ministerio de Relaciones Exteriores,0,0,5,ADMINISTRACIÓN CENTRAL,CONTROL POSTERIOR,0,53600,0,26400,0,0,0,0,0,80000
2019,OE,10,Ministerio de Relaciones Exteriores,0,0,6,ADMINISTRACIÓN CENTRAL,COMUNICACIÓN SOCIAL,0,172000,0,28000,0,0,0,0,0,200000
2019,OE,10,Ministerio de Relaciones Exteriores,0,0,7,ADMINISTRACIÓN CENTRAL,TRANSPARENCIA INSTITUCIONAL,0,56399,10000,13601,0,0,0,0,0,80000
2019,OE,10,Ministerio de Relaciones Exteriores,0,0,8,ADMINISTRACIÓN CENTRAL,CONARE,0,66191,5790,8019,0,0,0,0,0,80000
2019,OE,10,Ministerio de Relaciones Exteriores,0,0,9,ADMINISTRACIÓN CENTRAL,ARCHIVO  HISTORICO TRATADOS  Y MEMORIA  INST. DE  R.E.,0,74452,3000,32548,0,0,0,0,0,110000
2019,OE,10,Ministerio de Relaciones Exteriores,0,0,99,ADMINISTRACIÓN CENTRAL,PARTICIPACIÓN Y CONTROL SOCIAL,0,0,6000,0,0,0,0,0,0,6000
2019,OE,10,Ministerio de Relaciones Exteriores,11,0,1,ACUERDOS COMERCIALES Y DE INVERSIÓN,ACUERDOS COMERCIALES Y DE INVERSIÓN,0,448544,20228,0,0,0,0,0,0,468772
2019,OE,10,Ministerio de Relaciones Exteriores,11,0,6,ACUERDOS COMERCIALES Y DE INVERSIÓN,FERIA INTERNACIONAL ASTANA - 2017,0,0,0,0,0,0,0,0,145098,145098
2019,OE,10,Ministerio de Relaciones Exteriores,12,0,1,INTEGRACIÓN Y COOPERACIÓN ECONÓMICA,INTEGRACIÓN Y COOPERACIÓN ECONÓMICA,0,385946,12500,0,0,0,0,0,0,398446
2019,OE,10,Ministerio de Relaciones Exteriores,12,0,2,INTEGRACIÓN Y COOPERACIÓN ECONÓMICA,TCP - TRATADO DE COMERCIO DE LOS PUEBLOS,0,364822,38000,50000,0,0,0,0,0,452822
2019,OE,10,Ministerio de Relaciones Exteriores,48,0,1,RELACIONES BILATERALES,RELACIONES BILATERALES,0,444151,84849,31000,0,0,0,0,0,560000
2019,OE,10,Ministerio de Relaciones Exteriores,49,0,1,RELACIONES MULTILATERALES,RELACIONES MULTILATERALES,0,597091,89677,64840,0,0,0,0,0,751608
2019,OE,10,Ministerio de Relaciones Exteriores,49,0,2,RELACIONES MULTILATERALES,COORDINACIÓN DIPLOMACIA DE LOS PUEBLOS Y PUEBLOS INDÍGENAS,0,598943,1057,0,0,0,0,0,0,600000
2019,OE,10,Ministerio de Relaciones Exteriores,50,0,1,"LÍMITES, FRONTERAS Y AGUAS INTERNACIONALES","LÍMITES, FRONTERAS Y AGUAS INTERNACIONALES TRANSFRONTERIZAS",0,688743,162557,14100,0,0,0,550,0,865950
2019,OE,10,Ministerio de Relaciones Exteriores,51,0,1,FORMACIÓN Y EVALUACIÓN DE PERSONAL,ACADEMIA DIPLOMÁTICA PLURINACIONAL,0,559356,9975,15375,0,0,0,0,0,584706
2019,OE,10,Ministerio de Relaciones Exteriores,51,0,2,FORMACIÓN Y EVALUACIÓN DE PERSONAL,ESCALAFÓN Y GESTIÓN DE PERSONAL,0,50000,8000,42000,0,0,0,0,0,100000
2019,OE,10,Ministerio de Relaciones Exteriores,53,0,1,SERVICIO DE LEGALIZACIONES,COORDINACIÓN INSTITUCIONAL Y LEGALIZACIONES,0,162614,9054,42500,0,0,0,0,0,214168
2019,OE,10,Ministerio de Relaciones Exteriores,53,0,2,SERVICIO DE LEGALIZACIONES,LEGALIZACIONES COCHABAMBA,0,81885,30850,37265,0,0,0,0,0,150000
2019,OE,10,Ministerio de Relaciones Exteriores,53,0,3,SERVICIO DE LEGALIZACIONES,LEGALIZACIONES SANTA CRUZ,0,80244,42400,7356,0,0,0,0,0,130000
2019,OE,10,Ministerio de Relaciones Exteriores,54,0,1,POLÍTICA CONSULAR,ASUNTOS CONSULARES,0,105972,19255,40086,0,0,0,0,0,165313
2019,OE,10,Ministerio de Relaciones Exteriores,54,0,2,POLÍTICA CONSULAR,GESTORÍA  CONSULAR LEY 3108,0,42150800,29200,2055541,0,0,0,0,0,44235541
2019,OE,10,Ministerio de Relaciones Exteriores,54,0,3,POLÍTICA CONSULAR,CENTRO EMISOR DE PASAPORTES -  ESPAÑA,597480,1253886,132336,158688,0,0,0,0,0,2142390
2019,OE,10,Ministerio de Relaciones Exteriores,54,0,4,POLÍTICA CONSULAR,CENTRO EMISOR DE PASAPORTES -  ESTADOS UNIDOS,721759,1359225,137224,22243,0,0,0,0,0,2240451
2019,OE,10,Ministerio de Relaciones Exteriores,54,0,5,POLÍTICA CONSULAR,OFICINAS CONSULARES - GASTOS DE FUNCIONAMIENTO,0,15151219,1213849,259226,0,0,0,28286,0,16652580
