fecha,nivel_institucional,entidad_id,entidad_nombre,programa,proyecto,actividad,categoria,descripcion,grupo_1,grupo_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,total
2012,OE,6,Vicepresidencia del Estado Plurinacional,1,0,1,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL-PALP,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL-PALP,6059959,10551353,3150516,365886,0,0,0,0,0,20127714
2012,OE,10,Ministerio de Relaciones Exteriores,0,0,1,GESTIÓN POLITICA Y ADM. DEL SERVICIO DE RELACIONES EXTERIORE,DIRECCIÓN SUPERIOR Y ADMINISTRACIÓN CENTRAL,12120604,12321630,2775123,1818618,0,0,0,8000,0,29043975
2012,OE,10,Ministerio de Relaciones Exteriores,10,0,1,"FORT. DE LAS RELACIONES INT. AMBITO POLITICO, SOCIAL Y CULTU",VICEMINISTERIO DE RELACIONES EXTERIORES,9072373,4661531,654691,145540,0,0,0,2058,0,14536193
2012,OE,10,Ministerio de Relaciones Exteriores,11,0,1,FORT. DE LAS RELACIONES INT. AMBITO ECONÓMICO COMERCIAL,VICEMINISTERIO DE COMERCIO EXTERIOR E INTEGRACIÓN,3462062,1588769,139629,317600,0,0,0,0,0,5508060
2012,OE,10,Ministerio de Relaciones Exteriores,12,0,1,FORTALECIMENTO Y MODERNIZACIÓN DE LA GESTION INSTITUCIONAL,VICEMINISTERIO DE GESTIÓN INSTITUCIONAL,6062928,2175089,165779,78930,0,0,0,0,0,8482726
2012,OE,10,Ministerio de Relaciones Exteriores,13,0,1,FORT. DE LAS RR. BILATERALES Y APOYO AL CIUDADANO BOLIVIANO,"SERVICIO DIPLOMATICO, CONSULAR Y AGREGADOS COMERCIALES",76269662,114117234,3135652,0,0,0,0,0,0,193522548
2012,OE,10,Ministerio de Relaciones Exteriores,16,0,1,TRATADO DE COMERCIO DE LOS PUEBLOS,TRATADO DE COMERCIO DE LOS PUEBLOS,730535,285788,170400,190700,0,0,0,0,0,1377423
2012,OE,10,Ministerio de Relaciones Exteriores,17,0,1,GESTORIA CONSULAR LEY 3108,GESTORIA CONSULAR LEY 3108,0,24850321,506930,1574493,0,0,0,0,0,26931744
2012,OE,10,Ministerio de Relaciones Exteriores,22,0,1,CENTRO EMISOR DE PASAPORTES EMIPAS,CENTRO EMISOR DE PASAPORTES EMIPAS,689984,1060808,300413,40000,0,0,0,0,0,2091205
2012,OE,15,Ministerio de Gobierno,0,0,1,ADMINISTRACION GENERAL DE LA SEGURIDAD,ADMINISTRACION INSTITUCIONAL,17078225,8602459,6153027,1610000,0,0,0,150000,766000,34359711
